100 2456
8 22 83
8 26 115
8 29 29
8 30 149
8 32 115
8 33 92
8 34 98
8 40 5
8 41 48
8 42 18
8 45 175
8 46 15
8 47 37
8 50 187
8 52 21
8 53 176
8 55 80
8 56 175
8 57 117
8 58 54
8 60 137
8 63 53
8 65 73
8 68 163
8 69 4
8 71 65
8 76 199
8 77 140
8 78 19
8 79 8
8 82 61
8 86 12
8 87 53
8 88 23
8 91 3
8 96 177
8 97 47
8 98 121
9 10 43
9 13 96
9 14 2
9 17 165
9 18 83
9 19 192
9 21 193
9 26 199
9 27 186
9 28 97
9 29 163
9 31 142
9 33 7
9 34 173
9 35 177
9 36 74
9 39 4
9 40 97
9 41 132
9 43 55
9 46 51
9 47 170
9 49 58
9 50 52
9 55 163
9 58 193
9 59 65
9 66 100
9 67 59
9 68 79
9 72 179
9 73 8
9 76 168
9 77 122
9 78 86
9 80 170
9 84 57
9 86 51
9 88 79
9 91 11
9 92 6
9 94 40
9 95 158
9 96 141
9 98 18
9 99 84
10 13 186
10 15 35
10 18 41
10 19 21
10 22 96
10 23 182
10 27 54
10 29 120
10 30 172
10 32 129
10 33 93
10 34 129
10 35 107
10 38 187
10 41 27
10 43 164
10 45 177
10 49 162
10 50 57
10 53 163
10 54 154
10 58 40
10 59 168
10 62 61
10 63 183
10 65 101
10 70 31
10 72 21
10 74 35
10 75 70
10 77 141
10 79 13
10 83 160
10 84 168
10 85 24
10 89 126
10 90 35
10 92 20
10 93 68
10 97 146
10 98 111
10 99 21
11 12 131
11 18 37
11 26 134
11 31 147
11 32 171
11 34 161
11 35 160
11 38 44
11 41 172
11 43 122
11 47 98
11 49 111
11 50 102
11 52 144
11 58 186
11 60 154
11 61 54
11 63 182
11 66 164
11 67 22
11 68 21
11 69 112
11 71 11
11 76 168
11 77 110
11 81 165
11 86 166
11 87 198
11 89 107
11 91 168
11 93 109
11 94 110
11 96 62
11 97 58
11 100 36
12 15 46
12 18 154
12 19 113
12 21 41
12 22 84
12 25 135
12 31 66
12 33 32
12 36 176
12 38 136
12 42 5
12 44 84
12 45 16
12 46 1
12 48 87
12 49 165
12 50 132
12 54 160
12 57 36
12 59 180
12 60 53
12 63 20
12 64 59
12 65 30
12 67 70
12 70 91
12 71 93
12 75 33
12 76 44
12 77 66
12 78 194
12 84 15
12 86 73
12 88 57
12 89 72
12 90 46
12 91 128
12 92 199
12 93 62
12 94 16
12 97 179
12 98 113
12 99 132
12 100 72
13 14 111
13 15 113
13 18 133
13 19 80
13 20 24
13 23 80
13 25 70
13 30 29
13 31 42
13 35 146
13 38 110
13 39 192
13 44 44
13 45 54
13 46 47
13 49 87
13 50 48
13 51 27
13 53 107
13 54 113
13 58 105
13 59 59
13 60 104
13 61 42
13 66 11
13 67 58
13 68 49
13 70 192
13 72 57
13 74 195
13 77 38
13 80 14
13 81 114
13 82 133
13 87 167
13 89 155
13 93 155
13 95 167
13 97 91
13 99 173
13 100 120
14 15 70
14 18 195
14 20 132
14 21 126
14 23 110
14 25 169
14 28 107
14 29 115
14 31 163
14 38 68
14 41 39
14 43 139
14 44 93
14 45 120
14 48 144
14 53 27
14 54 135
14 55 7
14 56 51
14 59 27
14 60 161
14 62 170
14 64 92
14 65 16
14 66 72
14 67 167
14 68 142
14 69 40
14 71 85
14 74 113
14 78 126
14 80 62
14 81 41
14 82 120
14 86 7
14 87 41
14 90 97
14 92 142
14 95 160
14 97 11
14 98 73
14 99 114
15 17 168
15 18 43
15 27 15
15 29 97
15 30 43
15 31 128
15 32 194
15 35 79
15 36 45
15 40 65
15 43 109
15 46 92
15 48 117
15 58 98
15 59 174
15 60 81
15 62 189
15 65 91
15 67 113
15 68 162
15 70 154
15 73 42
15 76 172
15 77 31
15 78 34
15 80 159
15 85 140
15 87 17
15 90 104
15 91 74
15 93 174
15 94 112
15 95 70
15 98 108
15 100 124
16 18 182
16 19 36
16 21 110
16 23 40
16 25 106
16 27 64
16 28 127
16 29 153
16 30 148
16 31 89
16 35 185
16 36 187
16 37 170
16 38 100
16 39 12
16 40 35
16 41 14
16 42 41
16 44 97
16 45 179
16 48 53
16 49 43
16 51 185
16 53 102
16 55 38
16 56 41
16 60 126
16 63 44
16 64 144
16 66 57
16 70 75
16 73 135
16 74 63
16 75 59
16 77 30
16 79 123
16 80 107
16 81 193
16 82 65
16 84 64
16 86 2
16 87 76
16 88 186
16 89 141
16 90 124
16 91 189
16 92 115
16 93 96
16 95 60
17 18 100
17 19 196
17 22 11
17 24 82
17 26 134
17 28 147
17 30 50
17 31 137
17 33 92
17 34 169
17 35 182
17 36 40
17 37 81
17 39 79
17 41 59
17 42 64
17 43 108
17 44 141
17 46 176
17 49 69
17 50 161
17 52 91
17 53 136
17 57 156
17 58 54
17 59 95
17 61 45
17 62 69
17 63 147
17 66 62
17 67 127
17 71 27
17 75 30
17 76 190
17 77 185
17 78 26
17 81 11
17 82 78
17 83 115
17 84 169
17 87 151
17 89 32
17 93 194
17 94 139
17 96 105
17 97 29
17 99 173
18 19 102
18 20 166
18 22 80
18 25 27
18 26 94
18 27 63
18 28 59
18 29 133
18 30 17
18 33 142
18 34 17
18 35 191
18 36 90
18 38 146
18 39 133
18 40 152
18 41 130
18 47 34
18 48 74
18 49 96
18 50 196
18 52 174
18 53 82
18 56 149
18 59 151
18 60 16
18 64 50
18 65 23
18 68 188
18 71 66
18 72 41
18 73 68
18 74 74
18 80 66
18 81 24
18 86 37
18 87 109
18 89 53
18 93 18
18 95 115
18 96 34
18 100 40
19 20 35
19 24 61
19 26 87
19 27 168
19 28 22
19 31 150
19 32 82
19 34 180
19 36 71
19 37 11
19 39 1
19 43 108
19 44 65
19 46 182
19 48 30
19 50 135
19 51 80
19 52 15
19 54 23
19 56 124
19 59 139
19 61 106
19 64 13
19 65 153
19 66 127
19 68 80
19 69 134
19 70 95
19 72 198
19 73 173
19 78 72
19 79 132
19 80 192
19 81 153
19 85 43
19 86 113
19 88 61
19 89 195
19 91 177
19 92 40
19 94 87
19 95 185
19 97 183
19 99 8
20 21 169
20 22 103
20 24 118
20 26 35
20 28 25
20 29 77
20 30 88
20 31 178
20 34 192
20 37 133
20 38 171
20 40 125
20 43 58
20 44 197
20 45 183
20 46 97
20 48 97
20 49 132
20 51 110
20 52 28
20 53 23
20 54 157
20 55 199
20 58 67
20 60 152
20 63 138
20 64 101
20 66 163
20 67 61
20 68 2
20 69 56
20 70 129
20 71 121
20 73 66
20 75 102
20 76 54
20 81 155
20 84 58
20 86 173
20 88 127
20 90 109
20 92 101
20 93 96
20 95 97
20 97 178
20 100 152
21 24 102
21 25 185
21 26 144
21 28 165
21 30 184
21 31 164
21 34 80
21 35 61
21 36 54
21 39 40
21 41 128
21 43 166
21 44 141
21 45 61
21 47 186
21 48 103
21 49 11
21 55 164
21 56 33
21 58 111
21 59 128
21 60 185
21 63 104
21 66 23
21 67 15
21 68 88
21 69 147
21 70 177
21 72 173
21 75 187
21 80 57
21 81 159
21 82 117
21 86 105
21 87 120
21 89 175
21 90 129
21 93 195
21 95 139
21 97 123
22 25 167
22 27 63
22 29 77
22 30 85
22 32 172
22 34 80
22 38 61
22 39 97
22 42 157
22 43 174
22 45 56
22 46 25
22 48 58
22 50 64
22 52 74
22 53 144
22 54 136
22 56 144
22 61 62
22 63 136
22 65 59
22 68 83
22 69 135
22 70 182
22 71 162
22 72 174
22 73 123
22 75 195
22 76 184
22 77 32
22 78 118
22 83 20
22 85 47
22 86 197
22 87 163
22 89 76
22 96 190
22 97 144
22 100 44
23 24 84
23 25 21
23 26 18
23 27 165
23 29 21
23 31 156
23 35 39
23 36 187
23 37 56
23 38 121
23 42 101
23 43 151
23 44 196
23 46 118
23 47 142
23 49 129
23 50 186
23 53 116
23 55 138
23 61 13
23 63 29
23 64 30
23 65 53
23 70 134
23 71 172
23 72 187
23 73 179
23 74 135
23 79 31
23 80 53
23 82 166
23 84 149
23 86 140
23 87 176
23 88 24
23 90 10
23 91 84
23 92 106
23 93 43
23 95 159
23 96 27
23 99 126
23 100 158
24 25 116
24 28 139
24 30 145
24 31 103
24 32 192
24 33 62
24 34 128
24 35 122
24 38 1
24 41 189
24 42 17
24 43 52
24 45 194
24 48 48
24 50 10
24 51 106
24 52 72
24 54 25
24 57 148
24 64 92
24 69 97
24 71 167
24 74 19
24 75 60
24 77 119
24 81 30
24 84 3
24 85 26
24 88 62
24 89 43
24 92 5
24 94 181
24 98 159
24 99 45
25 34 100
25 35 15
25 38 125
25 39 76
25 41 38
25 42 40
25 44 109
25 49 84
25 50 152
25 52 85
25 54 155
25 57 200
25 62 196
25 63 180
25 69 105
25 71 24
25 73 191
25 74 119
25 77 155
25 80 19
25 81 162
25 82 14
25 83 141
25 85 39
25 88 43
25 90 12
25 92 111
25 93 137
25 97 43
25 98 174
26 29 82
26 31 41
26 32 126
26 33 181
26 34 10
26 39 178
26 40 124
26 41 76
26 42 11
26 44 166
26 47 126
26 48 166
26 49 14
26 51 13
26 54 70
26 56 176
26 57 8
26 62 184
26 63 147
26 65 148
26 67 127
26 70 165
26 71 75
26 72 129
26 74 117
26 75 107
26 77 123
26 78 112
26 81 23
26 82 182
26 83 170
26 84 141
26 87 14
26 89 133
26 94 92
26 96 141
26 98 191
26 99 14
26 100 160
27 28 47
27 29 117
27 30 8
27 34 152
27 36 59
27 37 21
27 38 110
27 39 121
27 41 157
27 47 1
27 49 169
27 52 40
27 54 96
27 58 41
27 59 137
27 66 170
27 69 125
27 72 190
27 77 46
27 78 18
27 79 6
27 82 41
27 84 99
27 88 198
27 90 74
27 94 147
27 95 68
27 96 86
28 29 189
28 30 199
28 31 81
28 33 75
28 34 14
28 35 23
28 37 138
28 38 84
28 40 29
28 41 115
28 44 164
28 46 159
28 48 143
28 54 185
28 56 141
28 57 46
28 59 188
28 60 120
28 61 113
28 64 48
28 65 200
28 68 51
28 70 9
28 72 177
28 75 107
28 76 177
28 77 94
28 78 93
28 80 76
28 81 24
28 83 54
28 84 51
28 86 188
28 91 26
28 93 39
28 94 24
28 95 164
28 96 65
28 98 59
28 100 49
29 32 186
29 36 64
29 37 121
29 43 25
29 44 31
29 48 101
29 49 194
29 51 194
29 53 69
29 54 105
29 55 70
29 58 104
29 61 44
29 64 150
29 65 180
29 68 139
29 70 111
29 75 44
29 76 161
29 77 147
29 78 144
29 81 155
29 83 136
29 88 30
29 92 191
29 96 102
30 31 167
30 32 79
30 33 34
30 34 88
30 35 88
30 36 195
30 37 92
30 38 98
30 39 131
30 40 60
30 42 132
30 43 184
30 46 127
30 50 1
30 55 128
30 56 48
30 58 151
30 60 128
30 61 49
30 65 123
30 68 138
30 69 76
30 76 86
30 77 180
30 78 176
30 79 64
30 80 7
30 81 151
30 83 2
30 87 148
30 89 47
30 91 115
30 93 29
30 94 74
30 95 35
30 98 181
30 99 192
30 100 104
31 32 175
31 34 162
31 38 13
31 39 66
31 40 59
31 41 150
31 43 80
31 44 123
31 46 108
31 47 182
31 48 50
31 50 150
31 52 158
31 57 12
31 60 195
31 62 135
31 67 132
31 75 49
31 76 34
31 79 123
31 81 61
31 82 23
31 85 114
31 86 109
31 88 182
31 89 47
31 90 32
31 94 96
31 97 98
31 98 188
31 99 125
32 33 28
32 34 93
32 44 18
32 45 77
32 46 68
32 52 12
32 53 98
32 54 156
32 57 103
32 59 119
32 61 169
32 63 24
32 67 149
32 70 125
32 72 52
32 73 169
32 75 193
32 76 69
32 77 164
32 78 145
32 79 149
32 80 28
32 81 79
32 82 44
32 83 181
32 91 44
32 92 159
32 97 17
32 98 115
32 99 34
32 100 197
33 34 175
33 37 143
33 38 36
33 41 82
33 43 32
33 44 46
33 46 1
33 47 192
33 49 121
33 50 108
33 51 73
33 53 154
33 54 134
33 56 30
33 57 103
33 58 182
33 62 33
33 63 195
33 64 166
33 65 139
33 66 198
33 72 49
33 75 55
33 77 41
33 80 112
33 82 19
33 85 191
33 87 10
33 89 85
33 94 164
33 96 151
33 97 41
33 98 24
33 100 68
34 35 49
34 36 120
34 38 199
34 43 118
34 46 158
34 48 198
34 51 30
34 56 196
34 60 164
34 61 135
34 62 155
34 63 45
34 66 5
34 67 71
34 68 106
34 73 15
34 74 137
34 80 10
34 81 132
34 82 171
34 84 134
34 85 98
34 87 165
34 88 70
34 90 140
34 92 129
34 96 191
34 97 143
34 98 64
34 99 18
34 100 111
35 37 18
35 38 8
35 39 25
35 41 5
35 42 37
35 43 78
35 44 158
35 47 111
35 48 188
35 49 185
35 51 20
35 55 52
35 56 11
35 57 158
35 59 15
35 60 76
35 63 21
35 65 22
35 73 56
35 74 96
35 75 55
35 76 19
35 80 71
35 81 163
35 83 87
35 87 153
35 88 192
35 93 168
35 94 72
35 95 89
35 97 24
35 100 64
36 37 123
36 40 192
36 42 169
36 43 33
36 44 194
36 47 107
36 48 75
36 49 170
36 50 142
36 51 61
36 52 22
36 55 195
36 56 68
36 57 19
36 58 137
36 62 25
36 64 120
36 66 85
36 70 35
36 71 146
36 72 100
36 73 76
36 74 187
36 79 86
36 82 103
36 83 122
36 84 79
36 85 66
36 87 20
36 88 130
36 92 69
36 93 19
36 97 60
36 98 18
36 99 127
36 100 25
37 38 96
37 39 195
37 40 117
37 41 70
37 46 175
37 47 129
37 48 121
37 50 155
37 51 55
37 52 69
37 53 22
37 56 180
37 59 31
37 60 60
37 64 162
37 66 66
37 67 35
37 72 95
37 73 130
37 74 23
37 75 119
37 76 28
37 77 81
37 80 146
37 81 56
37 82 3
37 83 76
37 84 66
37 85 137
37 86 195
37 89 99
37 90 194
37 91 178
37 92 77
37 95 143
37 96 45
37 99 34
38 39 70
38 40 147
38 42 9
38 44 182
38 45 93
38 51 9
38 54 6
38 55 57
38 58 170
38 59 87
38 60 28
38 62 131
38 64 93
38 65 196
38 66 62
38 67 117
38 68 87
38 70 78
38 71 133
38 72 73
38 74 57
38 77 145
38 78 89
38 79 89
38 80 35
38 81 138
38 83 158
38 84 12
38 89 110
38 91 134
38 92 77
38 94 71
38 95 111
38 96 92
38 98 52
38 99 22
38 100 132
39 43 31
39 44 111
39 45 24
39 46 76
39 48 189
39 51 128
39 55 44
39 58 101
39 59 120
39 61 18
39 63 152
39 64 180
39 66 104
39 67 82
39 72 149
39 73 97
39 74 11
39 76 145
39 77 104
39 78 5
39 82 188
39 83 45
39 86 136
39 87 184
39 89 82
39 90 174
39 93 62
39 94 147
39 96 89
39 99 132
39 100 35
40 42 45
40 46 92
40 47 103
40 50 63
40 52 158
40 53 82
40 54 104
40 55 166
40 58 170
40 59 20
40 60 200
40 63 63
40 67 77
40 71 197
40 73 149
40 76 109
40 77 179
40 78 110
40 81 141
40 83 128
40 84 68
40 90 40
40 92 40
40 95 95
40 96 76
40 97 97
40 98 3
40 100 41
41 44 143
41 47 117
41 48 88
41 50 129
41 51 130
41 55 72
41 57 85
41 58 194
41 61 84
41 62 89
41 63 113
41 65 107
41 67 102
41 71 61
41 72 6
41 73 9
41 74 12
41 79 94
41 80 65
41 81 128
41 82 106
41 86 27
41 87 194
41 88 4
41 90 21
41 91 126
41 93 116
41 94 52
41 96 115
41 98 47
41 100 73
42 44 135
42 45 145
42 50 110
42 52 94
42 56 76
42 57 184
42 60 72
42 63 160
42 65 16
42 66 192
42 69 194
42 70 196
42 71 175
42 72 196
42 76 113
42 79 53
42 82 57
42 87 47
42 90 146
42 91 67
42 92 179
42 96 126
43 45 168
43 47 79
43 50 167
43 51 61
43 53 142
43 55 13
43 56 132
43 57 102
43 58 91
43 63 134
43 65 76
43 66 99
43 70 196
43 71 18
43 75 65
43 77 107
43 78 136
43 82 91
43 87 70
43 88 33
43 90 43
43 92 67
43 94 72
43 96 90
43 97 33
43 98 77
43 100 20
44 45 9
44 50 54
44 51 17
44 53 168
44 57 26
44 58 167
44 59 185
44 61 128
44 62 34
44 64 111
44 66 95
44 68 166
44 69 74
44 75 47
44 78 180
44 79 142
44 80 94
44 81 187
44 84 100
44 85 164
44 88 94
44 89 103
44 91 5
44 92 60
44 93 148
44 96 109
44 99 51
44 100 141
45 46 105
45 54 108
45 57 149
45 60 85
45 61 113
45 62 195
45 67 34
45 68 94
45 69 103
45 70 154
45 71 100
45 73 111
45 75 85
45 76 174
45 78 108
45 81 99
45 83 55
45 84 91
45 88 128
45 91 19
45 99 70
45 100 16
46 47 177
46 48 36
46 50 123
46 51 105
46 52 90
46 55 106
46 58 175
46 59 146
46 61 182
46 62 88
46 65 57
46 66 164
46 70 94
46 72 55
46 73 150
46 75 146
46 76 135
46 79 70
46 81 168
46 82 88
46 86 68
46 88 10
46 90 63
46 94 98
46 98 109
47 48 103
47 51 18
47 53 155
47 54 155
47 55 184
47 56 45
47 57 62
47 60 126
47 61 4
47 63 106
47 66 28
47 67 144
47 68 170
47 69 69
47 70 45
47 72 171
47 74 19
47 75 176
47 77 79
47 80 162
47 82 2
47 89 146
47 90 40
47 91 132
47 93 58
47 94 61
47 95 1
47 96 58
47 98 65
48 49 56
48 58 37
48 59 45
48 61 138
48 62 147
48 63 102
48 67 132
48 68 84
48 73 75
48 74 165
48 77 136
48 84 51
48 85 14
48 88 130
48 89 71
48 90 141
48 91 17
48 92 200
48 93 13
48 94 158
48 99 170
49 50 158
49 51 24
49 52 73
49 54 185
49 55 163
49 56 136
49 57 84
49 60 76
49 61 173
49 63 172
49 64 65
49 66 26
49 69 164
49 72 93
49 75 9
49 76 21
49 77 63
49 83 39
49 84 134
49 86 46
49 87 4
49 89 117
49 92 24
49 95 146
49 97 20
49 98 191
49 100 59
50 51 51
50 52 159
50 53 163
50 55 105
50 56 155
50 59 5
50 61 17
50 66 119
50 67 145
50 69 121
50 70 196
50 71 24
50 72 96
50 75 187
50 76 179
50 78 7
50 80 78
50 81 118
50 82 187
50 84 164
50 85 57
50 87 189
50 89 64
50 92 80
50 94 74
51 53 193
51 61 105
51 62 176
51 63 38
51 65 27
51 66 87
51 70 18
51 71 95
51 77 8
51 79 176
51 80 127
51 81 9
51 83 170
51 84 195
51 85 70
51 86 172
51 87 27
51 89 87
51 90 142
51 91 70
51 92 111
51 93 146
51 96 114
51 97 108
52 53 179
52 56 29
52 57 79
52 59 46
52 60 79
52 61 123
52 62 175
52 65 51
52 66 63
52 67 37
52 72 52
52 74 142
52 75 153
52 77 88
52 79 45
52 80 119
52 82 74
52 86 171
52 89 32
52 93 4
52 95 56
52 97 49
52 98 193
53 54 86
53 56 184
53 62 195
53 64 90
53 65 90
53 73 8
53 77 162
53 81 87
53 82 52
53 84 141
53 86 59
53 94 135
53 95 95
53 96 24
53 98 62
53 100 140
54 55 75
54 56 133
54 57 2
54 58 181
54 61 192
54 62 133
54 63 192
54 64 6
54 65 140
54 66 112
54 68 144
54 69 57
54 70 24
54 71 90
54 72 125
54 73 114
54 74 110
54 75 182
54 77 161
54 78 106
54 82 76
54 85 48
54 86 171
54 89 139
54 90 10
54 91 196
54 92 93
54 93 31
54 95 168
54 96 53
54 98 29
54 99 156
54 100 107
55 56 52
55 60 77
55 62 79
55 63 42
55 64 24
55 66 18
55 68 57
55 69 61
55 71 21
55 72 138
55 74 108
55 76 20
55 77 117
55 79 49
55 83 140
55 85 32
55 89 126
55 91 55
55 92 57
55 93 12
55 94 24
55 96 110
55 97 85
56 57 4
56 63 59
56 65 107
56 67 169
56 68 157
56 69 67
56 70 123
56 74 60
56 75 110
56 76 125
56 81 80
56 82 65
56 83 21
56 84 39
56 85 61
56 91 176
56 92 198
56 95 164
56 96 29
56 97 64
56 98 112
56 99 109
56 100 10
57 58 33
57 60 132
57 62 49
57 63 18
57 64 6
57 65 88
57 66 187
57 69 172
57 71 187
57 72 147
57 73 59
57 76 29
57 77 20
57 78 120
57 83 17
57 86 158
57 88 100
57 89 94
57 90 33
57 94 61
57 97 176
57 98 21
57 99 32
57 100 150
58 59 74
58 60 38
58 63 77
58 65 35
58 66 181
58 69 129
58 71 90
58 73 53
58 75 71
58 78 56
58 80 44
58 81 44
58 84 160
58 85 117
58 86 135
58 87 162
58 89 118
58 92 103
58 93 159
58 94 46
58 98 199
58 100 91
59 61 46
59 62 10
59 64 160
59 68 177
59 72 179
59 75 38
59 76 16
59 77 190
59 79 128
59 83 172
59 86 158
59 88 177
59 89 57
59 94 71
59 96 173
59 97 174
59 98 13
59 99 112
59 100 83
60 61 194
60 62 71
60 67 18
60 68 106
60 69 121
60 72 147
60 73 64
60 75 25
60 77 103
60 78 8
60 79 118
60 80 106
60 82 168
60 86 16
60 91 169
60 92 200
60 93 180
60 95 78
61 62 143
61 66 28
61 69 192
61 70 92
61 75 30
61 77 150
61 80 120
61 82 82
61 84 69
61 85 6
61 87 158
61 91 66
61 92 154
61 95 163
61 96 1
61 98 31
61 99 70
61 100 88
62 63 107
62 67 48
62 72 143
62 73 52
62 74 33
62 75 191
62 76 154
62 77 16
62 78 145
62 84 105
62 85 21
62 86 182
62 88 180
62 89 153
62 92 141
62 94 151
62 95 166
62 96 42
62 97 139
62 100 37
63 64 34
63 66 128
63 67 103
63 68 24
63 69 49
63 70 119
63 71 117
63 73 141
63 76 190
63 78 82
63 80 184
63 82 142
63 84 189
63 87 80
63 88 55
63 91 74
63 92 8
63 93 106
63 95 172
63 96 12
64 65 170
64 66 79
64 69 93
64 71 175
64 75 114
64 77 11
64 78 185
64 79 198
64 80 188
64 81 13
64 83 115
64 84 77
64 85 7
64 86 115
64 88 149
64 89 74
64 92 15
64 93 39
64 95 147
64 99 12
64 100 19
65 68 148
65 69 135
65 70 191
65 74 6
65 82 142
65 83 137
65 84 25
65 92 148
65 93 109
65 96 22
65 97 75
65 99 28
66 68 118
66 70 26
66 72 60
66 73 106
66 74 139
66 76 170
66 77 56
66 79 75
66 80 165
66 81 152
66 82 185
66 84 110
66 86 196
66 87 120
66 88 56
66 89 80
66 91 72
66 94 150
66 96 187
66 97 149
67 69 200
67 70 192
67 71 82
67 74 14
67 75 165
67 76 72
67 78 151
67 79 127
67 81 115
67 83 162
67 84 72
67 85 188
67 86 150
67 87 9
67 90 97
67 91 110
67 94 120
67 97 90
67 98 102
68 69 91
68 70 35
68 73 22
68 74 63
68 75 2
68 78 186
68 79 22
68 81 159
68 83 173
68 86 188
68 89 94
68 90 17
68 91 150
68 92 199
68 93 119
68 95 44
68 98 19
68 100 106
69 71 169
69 75 184
69 78 48
69 79 3
69 82 83
69 84 15
69 86 101
69 92 116
69 95 148
69 96 135
70 71 45
70 73 176
70 77 178
70 78 184
70 79 109
70 81 82
70 83 6
70 85 193
70 88 41
70 89 152
70 100 148
71 72 197
71 74 48
71 76 17
71 80 200
71 85 45
71 90 175
71 93 90
71 96 39
71 100 190
72 73 4
72 75 25
72 77 76
72 78 2
72 80 35
72 82 24
72 85 96
72 86 61
72 87 73
72 89 146
72 95 10
72 96 69
72 97 109
72 98 49
72 100 89
73 74 166
73 75 145
73 76 50
73 77 7
73 85 66
73 87 25
73 88 140
73 90 53
73 91 34
73 92 36
74 75 34
74 78 137
74 79 190
74 82 16
74 88 168
74 89 120
74 90 186
74 94 104
74 95 155
74 96 169
74 97 166
75 77 47
75 79 53
75 80 36
75 81 119
75 84 181
75 88 154
75 91 157
75 92 152
75 94 47
75 99 53
75 100 75
76 80 95
76 83 153
76 86 184
76 87 17
76 92 25
76 93 91
76 94 144
76 95 113
76 96 24
76 97 127
77 78 82
77 79 120
77 82 186
77 84 163
77 85 8
